adult,ctgan,100,2025,500,success,,True,ctgan,False,,,0,0.0,0,500,0,0.0,0.027904987335205078,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2500.0,2492.0,0.9968,8.0,0.0,0.0,,True,schema_normalization,0.9968,1.0,,False,ctgan,ctgan_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2492,500,0,0.0,0,0,,,success,500,1.8577139377593994,0.0,0.5,0.5381235461359525,0.6886003418134885,0.8298244031861105,True,,0.015618577887381833,0.49477037631610965,0.47048158970592957,0.015618577887381833,0.5225049682485706,0.02902414882146028,0.34933333333333333,0.07933333333333333,0.010000000000000009,0.010000000000000009,0.06007045226652825,,0.12468427973329872,0.34933333333333333,0.07933333333333333,0.419327485380117,0.17760233918128654,0.29846491228070177,0,0.11267962592390957,1.0,0.9805664611559634,True,,0.23140495867768596,0.26277372262773724,-0.03136876395005128,0.03136876395005128,0.12993762993762992,0.12993762993762992,0.19669498861107407,0.19669498861107407,0.09856886598757864,0.16532622466102279,0.00992894172668457,0.1201169490814209,500,1.9921631813049316,1.9921631813049316,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,ctgan_strong,100,2025,500,success,,True,ctgan_strong,False,,,0,0.0,0,500,0,0.0,0.02783989906311035,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2500.0,2498.0,0.9992,2.0,0.0,0.0,,True,schema_normalization,0.9992,1.0,,False,ctgan_strong,ctgan_strong_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2498,500,0,0.0,0,0,,,success,500,10.49886703491211,0.0,0.5,0.5381235461359525,0.6886003418134885,0.8298244031861105,True,,0.08468809073724008,0.5065348556412254,0.6193353306182872,0.08468809073724008,0.4534354553987124,0.15737666813755133,0.29133333333333333,0.06866666666666665,0.032,0.032,0.06341739544239013,,0.11385434886059753,0.29133333333333333,0.06866666666666665,0.3674013051752636,0.158977985868284,0.2631896455217738,0,0.09798070804448598,1.0,0.8714439705392416,True,,0.3005050505050505,0.21153846153846154,0.08896658896658896,0.08896658896658896,0.12993762993762992,0.12993762993762992,0.19669498861107407,0.19669498861107407,0.040971040971040956,0.1077283996444851,0.00987696647644043,0.11994338035583496,500,10.632848739624023,10.632848739624023,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,direct_icl,100,2025,500,success,,True,llm_direct_rows,True,insufficient_valid_direct_icl_rows,validation_refill,218,0.436,218,282,218,0.436,0.18143701553344727,23,23,0,llama3.2:3b,0.5,0.9,2200.0,,,,,,,,,,,,282.0,507.0,0.5562130177514792,282.0,0.564,0.5358255451713395,0.18138594522006382,0.0,7.0,,,,,,,,,,,,,,False,direct_icl_primary_valid,direct_icl_repair_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,282,500,218,0.436,218,1,direct_icl_refill,direct_icl_repair_fallback,success,500,631.4838070869446,0.0,0.5,0.5381235461359525,0.6886003418134885,0.8298244031861105,True,,0.4679133021674458,0.6456179027597291,0.7482179506217125,0.4679133021674458,0.07021024396850667,0.8695276494168337,0.11,0.12899999999999998,0.19999999999999998,0.19999999999999998,0.05371456505692697,,0.12317864126423173,0.11,0.12899999999999998,0.16936026936026935,0.1932996632996633,0.18132996632996634,0,0.02246856663425482,1.0,0.8992731601722795,True,,0.5029940119760479,0.3433734939759036,0.15962051800014426,0.15962051800014426,0.12993762993762992,0.12993762993762992,0.19669498861107407,0.19669498861107407,0.029682888062514345,0.037074470610929805,0.011454105377197266,0.1385331153869629,500,631.6378419399261,631.6378419399261,500,True,True,True,True,True,True,True,True,282.0,282.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5381235461359525,0.6886003418134885,0.8298244031861105,True,,0.7076041991048392,0.7847464845347863,0.5358255451713395,0.0022980009646129673,0.9957296033947706,0.13520094562647753,0.19729314420803779,0.3280141843971631,0.3280141843971631,0.06503550664857684,,0.13520094562647753,0.19729314420803779,0.1823316320393188,0.24820281486827858,0.21526722345379867,0.0,0.02193453520632971,0.9442501942501943,0.8626670633780074,True,,0.6914285714285714,0.3925233644859813,0.2989052069425901,0.2989052069425901,0.12993762993762992,0.12993762993762992,0.19669498861107407,0.19669498861107407,0.16896757700496018,0.10221021833151603,0.01173090934753418,0.15209293365478516,
adult,code_llm,100,2025,500,success,,True,llm_generated_code,False,,,0,0.0,0,500,0,0.0,0.019942045211791992,1,1,0,llama3.2:3b,0.1,0.9,1800.0,code_llm_v2_scaffolded,Code-LLM-v2,True,True,True,True,False,False,,,500.0,500.0,500.0,1.0,,,,,,,,,,,,,,,,,,,data/generated_code/code_llm_adult_100_seed2025.py,False,code_llm_sampler,code_llm_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,500,500,0,0.0,0,0,,,success,500,18.031254053115845,0.0,0.5,0.5381235461359525,0.6886003418134885,0.8298244031861105,True,,0.05326674989596338,0.5100382415223956,0.5669869186520831,0.05326674989596338,0.4848567962399891,0.09898609766929986,0.1366666666666667,0.04699999999999999,0.008000000000000007,0.008000000000000007,0.06471243532526645,,0.06409477549798329,0.1366666666666667,0.04699999999999999,0.2412638514525307,0.1649447334879542,0.20310429247024245,0,0.04277452766131165,1.0,0.8499174029667568,True,,0.256198347107438,0.26277372262773724,-0.0065753755202992425,0.0065753755202992425,0.12993762993762992,0.12993762993762992,0.19669498861107407,0.19669498861107407,0.12336225441733067,0.19011961309077482,0.010185956954956055,0.11750388145446777,500,18.164777040481567,18.164777040481567,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
adult,fallback_only,100,2025,500,success,,True,schema_independent_fallback,True,fallback_only_baseline,baseline,500,1.0,500,0,0,0.0,0.023047924041748047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,1.0,,,False,none,fallback_only,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,500,500,0,0.0,0,0,,,success,500,0.18557381629943848,0.0,0.5,0.5381235461359525,0.6886003418134885,0.8298244031861105,True,,0.016908212560386472,0.4916692764770747,0.41354613027515835,0.016908212560386472,0.521215333575566,0.03142068895107361,0.12466666666666666,0.054,0.0040000000000000036,0.0040000000000000036,0.06508599510038976,,0.06193816544176411,0.12466666666666666,0.054,0.26136148311085233,0.16046156721514165,0.210911525162997,0,0.04813501059711017,1.0,0.8518503527300618,True,,0.25271739130434784,0.22727272727272727,0.025444664031620573,0.025444664031620573,0.12993762993762992,0.12993762993762992,0.19669498861107407,0.19669498861107407,0.10449296590600934,0.1712503245794535,0.011181116104125977,0.13279294967651367,500,0.3337099552154541,0.3337099552154541,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,ctgan,500,42,500,success,,True,ctgan,False,,,0,0.0,0,500,0,0.0,0.030358076095581055,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2500.0,2495.0,0.998,5.0,0.0,0.0,,True,schema_normalization,0.998,1.0,,False,ctgan,ctgan_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2495,500,0,0.0,0,0,,,success,500,7.450066328048706,0.0,0.5,0.5644329896907216,0.7035272979001187,0.867879549702722,True,,0.03026481715006305,0.5036197522256961,0.5986638613945292,0.03026481715006305,0.5341681725406586,0.053619858695088875,0.3106666666666667,0.11200000000000003,0.038000000000000006,0.038000000000000006,0.06732197333090764,,0.1319971599993936,0.3106666666666667,0.11200000000000003,0.31860399162520764,0.17475812140766322,0.24668105651643543,0,0.09912245167838678,1.0,0.7897188731943071,True,,0.27906976744186046,0.2964824120603015,-0.017412644618441053,0.017412644618441053,0.19255183327039616,0.19255183327039616,0.19669498861107407,0.19669498861107407,0.1751391886519551,0.17928234399263301,0.010992050170898438,0.12353110313415527,500,7.58976411819458,7.58976411819458,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,ctgan_strong,500,42,500,success,,True,ctgan_strong,False,,,0,0.0,0,500,0,0.0,0.030756235122680664,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2500.0,2468.0,0.9872,32.0,0.0,0.0,,True,schema_normalization,0.9872,1.0,,False,ctgan_strong,ctgan_strong_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2468,500,0,0.0,0,0,,,success,500,11.93971300125122,0.0,0.5,0.5644329896907216,0.7035272979001187,0.867879549702722,True,,0.045454545454545456,0.4946435117035451,0.4080365633173313,0.045454545454545456,0.5189784442361762,0.0805313408053134,0.3253333333333333,0.060000000000000005,0.07199999999999998,0.07199999999999998,0.07879930569101802,,0.13403315975608782,0.3253333333333333,0.060000000000000005,0.40493358633776094,0.15501786507327708,0.279975725705519,0,0.10521337217431957,0.9895833333333334,0.9358757712300814,True,,0.3303834808259587,0.2981366459627329,0.03224683486322577,0.03224683486322577,0.19255183327039616,0.19255183327039616,0.19669498861107407,0.19669498861107407,0.16030499840717038,0.1644481537478483,0.011159896850585938,0.11975908279418945,500,12.075438022613525,12.075438022613525,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,direct_icl,500,42,500,success,,True,llm_direct_rows,True,insufficient_valid_direct_icl_rows,validation_refill,241,0.482,241,259,241,0.482,0.1948080062866211,23,23,0,llama3.2:3b,0.5,0.9,2200.0,,,,,,,,,,,,259.0,505.0,0.5128712871287129,259.0,0.518,0.5390946502057613,0.15271767335874287,0.0,0.0,,,,,,,,,,,,,,False,direct_icl_primary_valid,direct_icl_repair_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,259,500,241,0.482,241,1,direct_icl_refill,direct_icl_repair_fallback,success,500,643.6785500049591,0.0,0.5,0.5644329896907216,0.7035272979001187,0.867879549702722,True,,0.4448051948051948,0.6327322906234276,0.7151660509790837,0.4448051948051948,0.11962779488552683,0.7880566921662813,0.10933333333333334,0.09966666666666668,0.134,0.134,0.03165860398871258,,0.09366465099717815,0.10933333333333334,0.09966666666666668,0.1892079030527063,0.1665993400897475,0.1779036215712269,0,0.038339112810762556,0.9657738095238096,0.9613848059709723,True,,0.4115853658536585,0.32558139534883723,0.08600397050482128,0.08600397050482128,0.19255183327039616,0.19255183327039616,0.19669498861107407,0.19669498861107407,0.10654786276557487,0.11069101810625279,0.011842012405395508,0.13173413276672363,500,643.8264510631561,643.8264510631561,500,True,True,True,True,True,True,True,True,259.0,259.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5644329896907216,0.7035272979001187,0.867879549702722,True,,0.704458987567268,0.7814600839406097,0.5390946502057613,0.025338339484960337,0.9551083300449105,0.1387258687258687,0.1764942084942085,0.26165250965250963,0.26165250965250963,0.033998106562384674,,0.1387258687258687,0.1764942084942085,0.18220355648749123,0.22547102546386477,0.203837290975678,0.0,0.02881142589090589,0.9092032967032967,0.884924461261544,True,,0.5654761904761905,0.4065934065934066,0.15888278388278387,0.15888278388278387,0.19255183327039616,0.19255183327039616,0.19669498861107407,0.19669498861107407,0.03366904938761228,0.037812204728290194,0.011454105377197266,0.13165497779846191,
adult,code_llm,500,42,500,success,,True,llm_generated_code,False,,,0,0.0,0,500,0,0.0,0.02578115463256836,1,1,0,llama3.2:3b,0.1,0.9,1800.0,code_llm_v2_scaffolded,Code-LLM-v2,True,True,True,True,False,False,,,500.0,500.0,500.0,1.0,,,,,,,,,,,,,,,,,,,data/generated_code/code_llm_adult_500_seed42.py,False,code_llm_sampler,code_llm_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,500,500,0,0.0,0,0,,,success,500,17.437515020370483,0.0,0.5,0.5644329896907216,0.7035272979001187,0.867879549702722,True,,0.10526315789473684,0.511441151642296,0.5535256093232714,0.10526315789473684,0.4591698317959848,0.1864936313386205,0.11666666666666665,0.024666666666666674,0.0,0.0,0.09340456072151657,,0.058684473513712476,0.11666666666666665,0.024666666666666674,0.26595744680851063,0.13964195836193088,0.20279970258522076,0,0.056122926272078016,0.9633699633699634,0.9577879538946638,True,,0.2796352583586626,0.1871345029239766,0.092500755434686,0.092500755434686,0.19255183327039616,0.19255183327039616,0.19669498861107407,0.19669498861107407,0.10005107783571016,0.10419423317638807,0.013525009155273438,0.1407160758972168,500,17.597345113754272,17.597345113754272,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
adult,fallback_only,500,42,500,success,,True,schema_independent_fallback,True,fallback_only_baseline,baseline,500,1.0,500,0,1,0.002,0.054299116134643555,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,1.0,,,False,none,fallback_only,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,499,500,1,0.002,1,1,fallback_only_refill,fallback_only,success,500,0.2530391216278076,0.0,0.5,0.5644329896907216,0.7035272979001187,0.867879549702722,True,,0.008329862557267805,0.4944612782134629,0.41770698600289957,0.008329862557267805,0.5561031271334539,0.014757930010136568,0.102,0.03,0.013999999999999999,0.013999999999999999,0.07289467431643114,,0.05472366857910779,0.102,0.03,0.21859863263577842,0.16230385855040447,0.19045124559309146,0,0.042657327194652365,1.0,0.9502771683532414,True,,0.23423423423423423,0.23353293413173654,0.0007013001024976928,0.0007013001024976928,0.19255183327039616,0.19255183327039616,0.19669498861107407,0.19669498861107407,0.19185053316789846,0.19599368850857637,0.015259742736816406,0.15966486930847168,500,0.4332602024078369,0.4332602024078369,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,ctgan,500,123,500,success,,True,ctgan,False,,,0,0.0,0,500,0,0.0,0.030277013778686523,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2500.0,2495.0,0.998,5.0,0.0,0.0,,True,schema_normalization,0.998,1.0,,False,ctgan,ctgan_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2495,500,0,0.0,0,0,,,success,500,6.893142938613892,0.0,0.5,0.6072701354240913,0.7330440322658576,0.874468288020869,True,,0.02092050209205021,0.4996227896402585,0.5521979578718417,0.02092050209205021,0.586349633332041,0.034450075628106154,0.24,0.10066666666666664,0.03200000000000003,0.03200000000000003,0.10731766587896382,,0.11999608313640761,0.24,0.10066666666666664,0.29549597273516287,0.16864278179051687,0.23206937726283988,0,0.06805357199459831,1.0,0.8312168587348477,True,,0.2678062678062678,0.3087248322147651,-0.04091856440849728,0.04091856440849728,0.20527056036716262,0.20527056036716262,0.19669498861107407,0.19669498861107407,0.16435199595866534,0.15577642420257679,0.01165008544921875,0.11951494216918945,500,7.030518054962158,7.030518054962158,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,ctgan_strong,500,123,500,success,,True,ctgan_strong,False,,,0,0.0,0,500,0,0.0,0.03015279769897461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2500.0,2495.0,0.998,5.0,0.0,0.0,,True,schema_normalization,0.998,1.0,,False,ctgan_strong,ctgan_strong_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2495,500,0,0.0,0,0,,,success,500,11.903521060943604,0.0,0.5,0.6072701354240913,0.7330440322658576,0.874468288020869,True,,0.03244058845718597,0.48601304997959793,0.5726162670536775,0.03244058845718597,0.5748295469669052,0.0534203586918215,0.27066666666666667,0.06733333333333334,0.04400000000000001,0.04400000000000001,0.08050565158279967,,0.11562641289569991,0.27066666666666667,0.06733333333333334,0.35547167973811106,0.15656203526450824,0.25601685750130965,0,0.10452912809890887,1.0,0.8720400330824107,True,,0.2905982905982906,0.2953020134228188,-0.004703722824528189,0.004703722824528189,0.20527056036716262,0.20527056036716262,0.19669498861107407,0.19669498861107407,0.20056683754263444,0.19199126578654588,0.010988950729370117,0.1181480884552002,500,12.037330865859985,12.037330865859985,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult,direct_icl,500,123,500,success,,True,llm_direct_rows,True,insufficient_valid_direct_icl_rows,validation_refill,192,0.384,192,308,192,0.384,0.16234183311462402,24,24,0,llama3.2:3b,0.5,0.9,2200.0,,,,,,,,,,,,308.0,506.0,0.6086956521739131,308.0,0.616,0.5450333832947268,0.18873295174659332,0.0,18.0,,,,,,,,,,,,,,False,direct_icl_primary_valid,direct_icl_repair_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,308,500,192,0.384,192,1,direct_icl_refill,direct_icl_repair_fallback,success,500,680.5415921211243,0.0,0.5,0.6072701354240913,0.7330440322658576,0.874468288020869,True,,0.5558370687975054,0.7095427106224512,0.7835539824737107,0.5558370687975054,0.051433066626585866,0.9153044689235916,0.14266666666666666,0.12966666666666668,0.19199999999999998,0.19199999999999998,0.045288266422916564,,0.12740539993906247,0.14266666666666666,0.12966666666666668,0.14050523372760848,0.18040585158378572,0.16045554265569711,0,0.021456766533799142,1.0,0.9456810175371874,True,,0.4728434504792332,0.3850267379679144,0.08781671251131878,0.08781671251131878,0.20527056036716262,0.20527056036716262,0.19669498861107407,0.19669498861107407,0.11745384785584384,0.10887827609975528,0.011772871017456055,0.12896513938903809,500,680.6868171691895,680.6868171691895,500,True,True,True,True,True,True,True,True,308.0,308.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6072701354240913,0.7330440322658576,0.874468288020869,True,,0.7171870308191204,0.8121892734009557,0.5450333832947268,0.062236752129364414,0.8975138929137344,0.1783116883116883,0.20302164502164502,0.3266753246753247,0.3266753246753247,0.04692314897771535,,0.1783116883116883,0.20302164502164502,0.16083111979938666,0.24265684897254994,0.2017439843859683,0.0,0.0207869079128537,0.9220238095238096,0.8959010347872943,True,,0.6648936170212766,0.43333333333333335,0.23156028368794324,0.23156028368794324,0.20527056036716262,0.20527056036716262,0.19669498861107407,0.19669498861107407,0.02628972332078061,0.03486529507686917,0.012091875076293945,0.13417911529541016,
adult,code_llm,500,123,500,success,,True,llm_generated_code,True,,,1,0.002,1,499,1,0.002,0.03854179382324219,1,1,0,llama3.2:3b,0.1,0.9,1800.0,code_llm_v2_scaffolded,Code-LLM-v2,True,True,True,True,False,True,,,500.0,499.0,500.0,0.998,,,,,,,,,,,,,,,,,,,data/generated_code/code_llm_adult_500_seed123.py,False,code_llm_sampler,code_llm_postprocess_fallback,True,True,True,True,True,True,True,True,500,500,500,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,499,500,1,0.002,1,1,code_llm_refill,code_llm_fallback,success,500,17.56538701057434,0.0,0.5,0.6072701354240913,0.7330440322658576,0.874468288020869,True,,0.017587939698492462,0.49860268684830106,0.46599193581232434,0.017587939698492462,0.5896821957255988,0.028962299761719393,0.11666666666666665,0.034,0.03800000000000002,0.03800000000000002,0.08258024229863313,,0.06781172724132496,0.11666666666666665,0.034,0.22998627247452216,0.14944691876385663,0.1897165956191894,0,0.05116831733430219,1.0,0.9246964290819407,True,,0.20175438596491227,0.22784810126582278,-0.02609371530091051,0.02609371530091051,0.20527056036716262,0.20527056036716262,0.19669498861107407,0.19669498861107407,0.17917684506625212,0.17060127331016356,0.011004924774169922,0.11671018600463867,500,17.69838809967041,17.69838809967041,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
